Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C292,"Yeah, this is the emergency, I'm a cab driver, this guy. He's saying...",Homicide / death investigation,Kansas,Distressed,0.66,the emergency,emergency,911_first6sec/call_310_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Electrocution,"– In July 2013 a man went to a Kansas City (Kan.) park at 3 a.m. to play Frisbee golf. However, a power line was down in the park from an earlier storm. He stepped on the line and was killed. His friend dialed 911 for help. (The line had been reported to the parks department and local power utility about 12 hours earlier, but there were delays in responding because of the extensive storm damage.)"
C293,"Can't believe. Can't believe. What happened to me, son? I don't know. I'm anywhere. Please.",Shooting / gun violence,Utah,Concerned,0.63,anywhere,please,911_first6sec/call_311_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Murder,"– In Sept. 2012 an Orem (Utah) man dialed 911 to report his wife had been seriously injured at home. Police later said Heidy Aline died of a gunshot wound to the head, and Conrad Truman claimed the bullet either came from outside or from a suicide. In July 2013 Truman was arrested for murder."
C294,Help me help me quick. I'll be at the end of the conversation.,Threat / suspicious activity,Illinois,Concerned,0.47,Unknown,help me,911_first6sec/call_312_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,Drowning in car,"– In July 2013 an 89 year-old Arlington Heights (Ill.) man accidentally drove his SUV into a pond near his home. He dialed 911 as the car was sinking. Arriving fire units could not reach the man, and when the car was pulled from the pond, Henry Laseke was dead. The Northwest Central Dispatch System is investigating if Laseke’s 911 call was properly and promptly handled."
C295,I want to merge anybody right now.,Building fire,California,Concerned,0.59,Unknown,right now,911_first6sec/call_314_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Vehicle deaths,"– In March 2013 a stretch limousine caught fire just off a bridge in the San Francisco area. Four women and the driver escaped through the driver’s area, but five other women were trapped in the locked rear passenger compartment and died of smoke inhalation. The California Highway Patrol fielded several 911 telephone calls from witnesses and one of their officers. Investigators said the fire was accidentally touched off by a failure of the car’s suspension system."
C296,There's a fire on the Famicel Bridge if the one was ready. And on the Famicel.,Building fire,California,Concerned,0.59,Unknown,fire,911_first6sec/call_314_1.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Vehicle deaths,"– In March 2013 a stretch limousine caught fire just off a bridge in the San Francisco area. Four women and the driver escaped through the driver’s area, but five other women were trapped in the locked rear passenger compartment and died of smoke inhalation. The California Highway Patrol fielded several 911 telephone calls from witnesses and one of their officers. Investigators said the fire was accidentally touched off by a failure of the car’s suspension system."
C297,"Yes ma'am, I'm on second avenue in the school and the gentleman said tell them to hold down to police officer.",Shooting / gun violence,"second avenue, Georgia",Concerned,0.63,on second avenue,police,911_first6sec/call_315_0.wav,Metadata,0.72,Transcript + metadata state,0.9,Transcript + incident context,School shooting 911,"– In Aug. 2013 a man entered a Dekalb (Geo.) school with an AK-47 and took several staffers hostage. Bookkeeper Antoinette Tuff dialed 911 at the suspect’s request and talked to Dekalb County dispatcher Kendra McCray. Tuff relayed information from the suspect, but also critical information to McCray. She also used the school’s intercom to warn teachers and students of the danger. The suspect was safety arrested after Tuff convinced him to surrender."
C298,He's in the house. He's in the house. He's in the house. He's in the house. He's in the house. He's in the house.,Shooting / gun violence,Iowa,Concerned,0.63,Unknown,None detected,911_first6sec/call_316_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,"Burglary, shooting","– In Aug. 2013 a prison escapee shot and wounded a deputy, then stole his truck. After a chase the truck crashed, and the suspect escaped into rural Iowa. Within hours he broke into a remote farmhouse and held the elderly occupants hostage. About four hours later the male homeowner was able to retrieve a gun and fatally shoot the suspect. The female occupant dialed 911, but the call was disconnected. The dispatcher called back to learn what occurred."
C299,"Yes, I'm using the help. I'm trapped in the backside of this forest fire.",Rescue / person trapped,"Monticello County, Arkansas",Concerned,0.63,using the help; trapped in the,trapped; fire,911_first6sec/call_318_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Wildfire rescue,"– In Sept. 2013 a wildfire occurred in Monticello County (Ark.) and a local farmer became trapped on his property. He dialed 911 and reached county sheriff’s dispatcher Gale Hyatt, who alerted first-responders and safely guided the man to them during a 33-minute call."
C300,I'm working at Mike Donald up here in our overnight seven bro,Non-emergency / misuse of 911,Georgia,Calm,0.06,working at Mike,None detected,911_first6sec/call_319_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,McDonald’s complaint,– In July 2013 Lorenzo Riggins dialed 911 and talked to an Albany (Geo.) dispatcher to complain about an item missing from his fast food order. He was arrested for making an inappropriate call to 911.
C301,"Yes, I didn't tact by a man in the woods while I was hunting. Please send the police to my location.",Shooting / gun violence,"Washington County, Oregon",Concerned,0.63,Unknown,police; please,911_first6sec/call_320_0.wav,Metadata,0.72,Metadata description,0.76,Transcript + incident context,Assault in woods,"– In October 2013 a man and his wife were hunting in rural Manning (Ore.) when a naked 20 year-old man appeared and began attacking the man with his fists, and later with a rock. The victim managed to get away and hold the man at rifle point while he dialed 911 for help. It took Washington County sheriff’s took 90 minutes to locate the victim and arrive at the scene."
C302,We're going to stop with the radio lighting and electric supply building. Rainier lighting and electric.,Stabbing / assault,"Joint Base Lewis-McChord, Washington",Concerned,0.59,Unknown,None detected,911_first6sec/call_321_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Stabbing,"– In October 2013 two men were walking along a roadway near Joint Base Lewis-McChord (Wash.) when four men in a car stopped, engaged in a verbal dispute, then got out and fatally stabbed of the pedestrians, Tevin Geike. Three suspects were arrested for the murder."
C303,"Yes, this is a treasure. It's really a huge and sweet to you, school. I will. I'll hear you.",Shooting / gun violence,Nevada,Concerned,0.63,Unknown,None detected,911_first6sec/call_322_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,School shooting,– In Oct. 2013 a 12 year-old brought a gun to Sparks (Nev.) Middle School and began shooting at students and teachers. A teacher was killed and two students were wounded. The student suspect killed himself.
C304,Here seems to be a bad fight. Next door.,Traffic collision,"York County, North Carolina",Concerned,0.49,Unknown,None detected,911_first6sec/call_323_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Double murder,"– In Oct. 2011 a York County (NC) man drove over his step mother and another woman while trying to steal their car, killing both of them. Joshua Grose, 34 also seriously beat his elderly uncle, who survived. A neighbor dialed 911 to report a disturbance next door, at first reporting that a person had been run over, but then saying that a dog had been struck. Grose was arrested by arriving deputies."
C305,I am thinking of that and we are being followed. It's the honey we kill me.,Missing person / abduction,"South Daytona, Florida",Concerned,0.56,thinking of that,None detected,911_first6sec/call_326_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Kidnapping,"– A woman in South Daytona (Fla.) was kidnapped by her estranged boyfriend, and the two were later chased along I-95 by police and sheriff’s deputies. At one point the suspect and victim dialed 911 for help. Read more about the incident"
C306,"I think some people are shooting. Okay, and this is text. Okay.",Shooting / gun violence,North Carolina,Concerned,0.63,text,shooting,911_first6sec/call_327_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Shooting,– In Oct. 2013 two Greensboro (NC) residents were shot in an alleged gang dispute. Two of the victims and a witness dialed 911 for help.
C307,"I'm about to kill people. You're about to kill people? Yes. I had a deadly weapon, I...",Shooting / gun violence,Canada,Concerned,0.63,about to kill,None detected,911_first6sec/call_328_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Officer-involved shooting,– In Oct. 2013 a woman dialed 911 from North York (Canada) and said she had a weapon and intended to kill her mother. During the 9-minute call Sylvia Kilbingaitis admitted she was bi-polar and that she had a knife. Police arrived and Kilbingaitis left the house with the knife. An officer fired at her and Kilbingaitis was killed.
C308,"Oh, hello. Hello.",Stabbing / assault,"Orange County, Florida",Concerned,0.59,Unknown,None detected,911_first6sec/call_329_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Stabbing victim,"– In Nov. 2013 a man stabbed his pregnant girlfriend in Orange County (Fla.). The woman dialed 911 and reached trainee Katherine Perron, who used the Phase II location to dispatch deputies to the location. The woman survived and the boyfriend was arrested. Read more about the incident"
